candidate_id,split,expected_label,rms_mean,rms_std,zero_crossing_rate_mean,zero_crossing_rate_std,spectral_centroid_hz_mean,spectral_centroid_hz_std,spectral_bandwidth_hz_mean,spectral_bandwidth_hz_std,spectral_flatness_mean,spectral_flatness_std
human:fma:64333,train,human,0.2427448312257721,0.1212385254776078,0.07502942207532051,0.0911070955170834,2172.966846000645,1319.995102200443,2642.568858881714,698.6488795031833,0.04158371804809398,0.07457029449246003
human:fma:52639,train,human,0.22212892897839154,0.109437704354467,0.06811001769497863,0.06709713764106187,2478.8384369904024,1239.2065446535044,2921.7287749472416,666.9184158380054,0.027899542291972362,0.050915916008738404
human:fma:109543,train,human,0.26944201559875436,0.029241433766958758,0.05514656784188034,0.013198430838085256,1231.3278916508239,263.5681325371382,1560.0093777763745,337.5664711126707,0.0016857699229241145,0.001961768010151132
human:fma:130136,train,human,0.3984705706897345,0.11046686454632258,0.026482476128472224,0.011745105594379916,795.7400689505607,336.1057989831646,1374.177441893757,364.261975960762,0.001380969674326021,0.007763241523381864
human:fma:100973,train,human,0.3847644505932437,0.15951162806535546,0.06662639389690171,0.06888320823203761,2208.993690908512,1183.6350878481608,2587.815929370334,790.6361255664004,0.039387867146194806,0.06558362559306782
human:fma:27667,train,human,0.13671284054356303,0.08777970612400256,0.05402706830929488,0.09742101976357084,1280.2617867122058,1703.5241405562444,1427.8877045907543,1007.448628241498,0.012418745789592492,0.03390666054764065
human:fma:64535,train,human,0.19416730859359443,0.12953174120657243,0.05334368322649573,0.03474052368799616,1109.244930153618,386.4641086580745,1246.1092809874613,262.4025514622653,0.0011840875613474665,0.0030160838724256405
human:fma:127936,train,human,0.08662260091153345,0.016581775417442955,0.08111050597622863,0.012959503656419975,1691.3991323105843,198.6152714767095,2224.3295449320176,187.48255960593423,0.00746626066414563,0.003512586610188122
human:fma:36099,train,human,0.2819475966183619,0.09608760495966992,0.06994837573450854,0.09749621568074851,2652.1476473714038,1684.1394749758151,3201.283514118826,918.7986970972672,0.025007091510264458,0.05097372064805647
human:fma:32433,train,human,0.1803343037298071,0.06417742392764716,0.1441874707865919,0.06118301990392529,3456.3029462400777,502.8564882424894,3143.7646217381007,165.4741191943475,0.05640074944603836,0.04633106020415448
human:fma:85039,train,human,0.08619855612974009,0.08571263942094298,0.12407925597622864,0.07643166053243954,2386.588326483377,1155.8512536470967,2413.917389866381,764.2226345346908,0.036493291272101776,0.06537217277523011
human:fma:28548,train,human,0.16650681325212174,0.05357342534234008,0.03760391626602564,0.011539640463309672,955.1003516759637,330.7003674136218,1460.7162834069532,381.04343031918825,0.0018466875572275042,0.003833408968085642
human:fma:134447,train,human,0.10348687948990978,0.046143069578006665,0.11937068058894232,0.051740079352743044,1889.2082771968544,451.9334693011141,1909.3160951965256,390.9185660540085,0.007473341472119639,0.007202547355047427
human:fma:116239,train,human,0.35421497519411754,0.1078014223818002,0.05134360810630342,0.04720192454228399,1504.5565115500444,981.7448084567611,1999.8608673453095,699.2086496501897,0.012921764992333336,0.024022858792950803
human:fma:91085,train,human,0.13906616570108085,0.06651212038345805,0.10683969350961539,0.04752478340876312,2915.935253754814,525.581725107898,2934.877492409989,252.66158411819413,0.047613777891220024,0.041764860928308944
human:fma:84483,train,human,0.29468568737809575,0.09705036817232579,0.06590179704193376,0.039887273105183196,2395.6397752533576,680.4527783326832,2795.2987413339856,448.7681363731059,0.02796271167800911,0.029518662859462648
human:fma:108533,train,human,0.36628095983875175,0.10478915500619716,0.02934539012419872,0.024954834540322608,1879.7508161155342,1052.7487302473507,2556.6725639372885,830.6415951856252,0.007015153102697301,0.012860754708587056
human:fma:114386,train,human,0.3855611619919037,0.07756507565142241,0.03258442674946581,0.021612175227809075,1204.2301322564817,705.1714162114117,1765.3874143149033,740.5775426065602,0.0033222877870406485,0.011444296102889074
human:fma:139226,train,human,0.3221398832834792,0.09166374545039477,0.09765885834001069,0.03363276263517066,2717.791602114778,564.5939811859869,2914.8658391557583,535.0099330740145,0.039293412097659984,0.027603207977768388
human:fma:85837,train,human,0.1919348765689292,0.1086457166762801,0.09877522786458333,0.07136510421863265,2612.2743538431796,1046.4297986341107,2979.76429583098,572.3524736745651,0.037998952428470054,0.04825465744854385
human:fma:28179,train,human,0.3977445596557643,0.10033510047106226,0.045476929754273504,0.03887300035148922,1950.8770196447053,736.2836880769323,2476.414061951765,494.21292260689347,0.020134705895870762,0.03142553942001681
human:fma:114283,train,human,0.2892235424163013,0.09468765253321884,0.08243189102564102,0.05359321017278418,2559.41905528793,675.6751510174663,2842.390958818291,344.87239480521555,0.036396330941204,0.04087097347074499
human:fma:55186,train,human,0.32190663635317984,0.11986387195554768,0.017863477397168804,0.02023443834367926,1222.7751385960587,819.1092668908761,2204.128433953417,765.8236417092339,0.00487560347850928,0.011166539254897273
human:fma:4522,train,human,0.19589217552706154,0.07976895299714186,0.03768842648237179,0.024503179280241733,1175.9265744694562,424.42718873387236,1721.8492232901706,414.36676299447254,0.0036101989998931212,0.006381503776640833
human:fma:54874,train,human,0.2465058678503237,0.07298043259045955,0.07689595018696582,0.039628530106968596,2283.4765960057957,888.6082998382199,2460.164518524866,754.7706106930793,0.024773005947772743,0.04022217183349347
human:fma:53457,train,human,0.25505306045617965,0.1305949019275601,0.11895230285122863,0.08574884170192909,2861.060759054463,1004.259193999839,2902.8871841599835,498.1249259363707,0.05740926140800047,0.07107403575040833
human:fma:114242,train,human,0.28928518640747214,0.09338322890452053,0.06805680755876069,0.05738893061288116,2142.677917327654,759.8635929212182,2732.725213256913,437.88415477794564,0.022011830584774475,0.037934349856062144
human:fma:137151,train,human,0.08982181210148925,0.037179694475525514,0.07853137937366453,0.04130674799923512,1939.1434679703477,920.2568914945793,2226.2087194694504,670.9987967519439,0.010873933353106043,0.02346681183915436
human:fma:13474,train,human,0.1655792709989346,0.04602416242302856,0.056500296307425216,0.025289692882154463,1420.9314102247458,601.2533712350107,1650.3326296936002,523.4088679236639,0.004281149292056962,0.009484423194145788
human:fma:114063,train,human,0.2408934456406011,0.06610090603665084,0.09338013738648504,0.049678942924015,3116.4942372144305,812.5407814089524,3412.573806197053,371.0035779506999,0.04404139511779896,0.031942405750213974
human:fma:84264,train,human,0.24072072786482882,0.05266552949452348,0.11627979767628205,0.06750547542259941,3139.1181157322135,822.7805700268641,3026.5111659488953,360.1256609955185,0.07110876132152982,0.06425369798955402
human:fma:91621,train,human,0.5864202713517858,0.09737003569724942,0.022099943242521368,0.04134088622532678,1927.7429685252478,852.5469981261958,2754.6263367888696,541.4720184057351,0.010370840335246313,0.024415715159820776
human:fma:124915,train,human,0.16076326069383418,0.13007280752638517,0.08176363431490384,0.09285694099472935,2256.9154761204863,1486.310899162198,2518.222438736799,940.8452124582564,0.02765523703109264,0.047321094999970004
human:fma:56796,train,human,0.14554841579672695,0.0736099699894014,0.04916094918536325,0.05809617896312505,1339.8395759110667,1049.0863061121327,1799.728005684182,840.777316815435,0.0116241765830135,0.02913734869138942
human:fma:148441,train,human,0.2215743308122357,0.12527530481523366,0.037021734775641024,0.034886721755943775,1695.1350160872335,993.8731762979921,2430.3748986370974,764.9095117633204,0.013431988114189925,0.03592088695508955
human:fma:108230,train,human,0.3330014085450763,0.08093555150800373,0.059648041032318376,0.05659824377964634,2489.233913227181,1138.2606209993494,3009.3281137394906,621.5381750477026,0.03125222194440621,0.05487548928710288
human:fma:87070,train,human,0.06699468721464,0.020163686172438938,0.17705359825721154,0.11740142547262451,3049.961817730231,1414.7620168228027,2783.243524187712,1028.762321963517,0.043160576513757494,0.05344234286589029
human:fma:72233,train,human,0.29520050863476754,0.05392407880901458,0.07154415815304488,0.043854576955579955,2515.886298959469,634.8622759726156,2899.707445959416,252.67495753917046,0.03094777741540186,0.05152430422143159
human:fma:141873,train,human,0.23698844881823375,0.0785623631714594,0.047417534722222224,0.029937911946476964,1602.2225562305914,565.4254345029346,2174.24087487698,359.5316610674388,0.006858349405374934,0.009187507263199748
human:fma:84202,train,human,0.10948046569121614,0.02096176930167489,0.0452880859375,0.0060250979439300046,693.6032229952194,41.20557292240061,562.4636005448046,35.640024510517385,1.2161657019324496e-05,4.733733922458799e-06
human:fma:26902,train,human,0.22646923042415057,0.07952070060762578,0.25311383630475426,0.09376060740891866,4023.861903398465,776.4214309319374,3110.3578517519663,151.2618530230274,0.08608481946188587,0.07721865921569489
human:fma:85317,train,human,0.2436810253554555,0.11108132351526089,0.1087985568576389,0.08954514215146722,3070.0968155342334,1066.3359260679733,2857.129563529317,496.4326628752433,0.05887245054435992,0.08164710401067825
human:fma:69200,train,human,0.16426556669259618,0.06456146723456141,0.050241323617788464,0.032969118125989336,1825.2401351400638,706.7849495427159,2294.9653860913486,569.1405849631861,0.014541752372857823,0.031072599121537592
human:fma:104283,train,human,0.3246607582964179,0.039708874804914474,0.024297730535523504,0.017973360723619512,1742.8250938860915,714.2748342903526,2371.121767051948,541.0941379444023,0.006303311427832397,0.011794622537309035
human:fma:122832,train,human,0.34257816916405726,0.07993910739604862,0.044942220052083336,0.0368654439613572,2444.238606592253,1024.434263071474,3109.0050760717936,517.8848582285663,0.018799057732368493,0.02980990460966721
human:fma:116880,train,human,0.2017914427722817,0.08007850774371628,0.07682239499866453,0.07009184004832648,2072.7125711154363,1263.9407734975325,2193.1735220698865,980.0671841190081,0.03789002113808067,0.07210521208989354
human:fma:115697,train,human,0.1779180396707633,0.09295100957063991,0.15919325086805558,0.10143997975128996,4074.3330814034416,1105.5324196147744,3761.4025683255963,328.59180039041667,0.0860914286206854,0.08199738612444792
human:fma:94411,train,human,0.2234488307483291,0.026047500776523336,0.052698901575854704,0.010541157714520584,649.4104574592479,81.4933237510549,569.0061982594366,68.4963074123133,6.699051712563433e-06,9.711826448198568e-06
human:fma:65777,train,human,0.12114066726503957,0.09896722271382856,0.09462640224358974,0.10120209800169472,3151.0061248433444,1362.949759631262,3354.410607270772,560.712632009319,0.03840037969331293,0.05562368881073899
human:fma:105662,train,human,0.22305897926882226,0.07995763286756227,0.03139711037660257,0.021026096174961935,941.802701535317,756.4152832000301,1462.9009516365925,1025.2174942955583,0.00295903837182796,0.010521785816780302
human:fma:116237,train,human,0.1499884938055227,0.11830380353320391,0.13058289095886752,0.11329564166877279,2439.4115089333136,1407.7726265700476,2325.381188203455,810.2315156813636,0.04209471640055501,0.07117233112837669
human:fma:63655,train,human,0.10844087179504165,0.03775964662404642,0.02288035857371795,0.008835921147106551,569.5385721654872,109.85160487577778,1121.3340821727857,154.51639998308664,8.922701788556872e-05,4.75430871250593e-05
human:fma:114545,train,human,0.3084857874523027,0.04803345504993259,0.04952924679487179,0.021733483326625065,1761.8032290846133,372.11996790012654,2509.7586819217313,316.896832188562,0.010667227177659395,0.009501150875329465
human:fma:56029,train,human,0.2621107562813309,0.04690994966380749,0.08779098641159189,0.040210199298844715,1942.9255652172114,644.8952500562903,2301.6695537495916,488.86445025794603,0.016529750789492238,0.022516669027713612
human:fma:112770,train,human,0.2412870227611271,0.0896061435966615,0.09497278979700854,0.06436113514680294,2415.037277598331,1085.414562928825,2609.5323318214987,590.0991880477516,0.049166201583874844,0.056467104353317275
human:fma:110109,train,human,0.2347996339744138,0.02527009997331122,0.09633225661057693,0.04208029093789868,2980.0948059391767,624.1555456034584,3178.206598226272,277.71383396580666,0.03820352637252081,0.03661818623713163
human:fma:3573,train,human,0.15331910157778889,0.035241403342798974,0.17447447165464744,0.07459732297309313,3500.5253691467215,642.268810584967,3199.16788032182,188.11014463366536,0.13137510910786815,0.07666056857782029
human:fma:72477,train,human,0.1909462859762607,0.14682616443545032,0.15423583984375,0.12677404343743484,3209.805067555645,1423.4124249568,3074.5623893672446,559.2817923819807,0.08047113292382116,0.09564562782361019
human:fma:35569,train,human,0.3979793844836842,0.08256467808228318,0.04081739115918803,0.02688843008858128,1553.098189028202,876.635756406615,2358.229954104635,872.9080821948212,0.00789592770688469,0.01728578747394365
human:fma:21167,train,human,0.33421227551071586,0.15190366221561943,0.052699944911858976,0.053584047553870987,1745.8758197182995,1198.1127863980955,2284.6191788539177,985.989157733625,0.021734005380502307,0.04777804194249901
human:fma:36144,train,human,0.10375032342227816,0.0666548974967182,0.06069763705261752,0.02882074222416212,1651.378011881311,410.96470519858497,2159.981162277053,375.5204613097694,0.008846010273609532,0.01261485667706596
human:fma:105673,train,human,0.15062199520043357,0.0696401440424079,0.0451561039329594,0.024880578958242888,1266.4866215388356,634.993734384938,1772.9608667106222,555.9240997522113,0.004291328121530934,0.015463055460188056
human:fma:137463,train,human,0.11007347516806898,0.07946887583109527,0.05648621127136752,0.037913677502233366,1794.215545400324,831.6117635242675,2327.379540101606,689.090017010791,0.017108936141406527,0.034513559270291434
human:fma:80793,train,human,0.15146021507585622,0.07505087786804236,0.037282047108707264,0.06886363821789837,1375.0979384619613,1298.7388082931989,1958.607959088485,951.644276834565,0.013559181113370929,0.0397833205382434
human:fma:69195,train,human,0.13315989347235363,0.042948981066029845,0.05894639756944445,0.027015626723437207,1139.2380178327862,382.79096584650097,1238.1934642080705,378.8385382024047,0.0024704701789974005,0.01009186431888254
human:fma:32439,train,human,0.26589048363802725,0.017407372735408443,0.12147091596554488,0.018567383802659355,2988.654248868319,238.6786498244611,3154.733999512129,115.40104467609237,0.06790433076954672,0.02387897680579939
human:fma:125299,train,human,0.24950203028126172,0.07990591799198368,0.10452557425213675,0.12243422588616301,3004.357905453357,1416.9513160697234,3059.1412293941166,559.228421228271,0.06392508542321257,0.09013428280301966
human:fma:100550,train,human,0.08432690632280135,0.014781118142991741,0.05337759164663462,0.024625555149882464,1620.0285384600058,632.7087955574266,2031.8757317304999,569.0058444500082,0.0059285202544165656,0.0075888509252382795
human:fma:73560,train,human,0.17506201416606715,0.04713252381619421,0.10538476145165598,0.05034615459559687,2483.2892596215934,594.8008534803125,2498.129929928007,312.16291468759795,0.03803089136928926,0.0356200938410816
human:fma:48442,train,human,0.3659485719090061,0.13151333182601277,0.024637336404914528,0.034178441904113566,1253.0242805889561,1042.7889116716633,2051.703569279175,1033.9976154776002,0.0054878972127679745,0.020795232283540223
human:fma:141310,train,human,0.268532857814931,0.11022622112953837,0.09208953074919872,0.05092279177488532,2869.9853255440607,876.1756811011626,2931.6104488410583,554.492414908074,0.039551413672515,0.05450301698261646
human:fma:113453,train,human,0.16761274892215045,0.14406457885009832,0.12649979550614315,0.11222212316709515,2781.515384588792,1664.1193484133114,2600.735151563318,833.7996642550738,0.06069214183297788,0.09312435218661805
human:fma:130923,train,human,0.1760356531238091,0.023104313193702875,0.055263421474358976,0.013626086899330692,1927.0313859794824,269.88461260772317,2656.397476016481,209.2436040249209,0.010337859452534338,0.00775402109024881
human:fma:147780,train,human,0.3380784376765076,0.08567248195752208,0.08190813635149573,0.038464180404742476,2082.560079570861,904.9968156248615,2295.420566788631,852.7994076102993,0.02570252735431467,0.03758774531328074
human:fma:32218,train,human,0.25968760476315583,0.11561624204551861,0.053172054453792736,0.043696486005680546,1765.6567761523004,888.1207309570791,2222.7151072217403,663.8962070922632,0.015662938275188082,0.02797377780453533
human:fma:23013,train,human,0.23399054971248096,0.07089384555614692,0.16176924746260685,0.09495785870675465,3635.7565296330813,1005.9015692584076,3158.168499443528,384.7788399545052,0.0793774482361855,0.0777823024351888
human:fma:31568,train,human,0.15854983412249182,0.06333488570039295,0.07112212873931624,0.05603673401697437,2049.05464238061,675.2337201106018,2554.961295481469,406.52575378485506,0.016226927890463413,0.022317690731267242
human:fma:25066,train,human,0.24152130411633588,0.15002978812343426,0.05858644664797008,0.07154896009205464,1749.4180015453298,1625.3876025140758,2034.2486748963602,1087.9446732020251,0.0385555654274847,0.08651633178147823
human:fma:71509,train,human,0.3360040181734539,0.216715994920695,0.028775206997863248,0.028794014842905613,1396.2443684571356,734.1913146637228,2113.627321071613,584.9348028809427,0.009676972045376361,0.020831002534744042
human:fma:69222,train,human,0.2053646635696499,0.09217830868597399,0.061289730235042736,0.049907966035026174,1777.6030248492755,823.6179122609157,2297.23819450832,609.2072173586707,0.020191172489944856,0.05414670746621641
human:fma:79605,train,human,0.3446757798709662,0.10197355579863265,0.04423744658119658,0.04567493477672706,2105.701857467813,1003.0274016688543,2817.691747073478,725.9244393531766,0.01494934775415614,0.027735589112053968
human:fma:148439,train,human,0.18763684799850994,0.05134705066071173,0.05457012469951923,0.03162604857650447,1180.714460699378,393.99029311492177,1453.0853920964619,359.36912438847116,0.0015643582879730873,0.0023622014088317015
human:fma:71822,train,human,0.17025100444027308,0.05125757446817841,0.032289162660256415,0.022769320126870808,961.6358866285548,359.01160479872385,1401.773463040954,374.6424353307942,9.686532044984173e-05,0.00013935112602023994
human:fma:115722,train,human,0.21898010642780186,0.058986387156609886,0.04840348724626069,0.02885934508134906,1373.8305135445653,647.8901484494975,2005.2511931923416,635.6593668750477,0.005409261287614653,0.013285897821013231
human:fma:13562,train,human,0.07775875208309493,0.05265607895636201,0.11087792551415598,0.07399798220220333,2487.134416843884,823.8095496858896,2833.455644979686,304.7836156501505,0.03455252865612839,0.06041397124861861
human:fma:47073,train,human,0.15508183448288695,0.04817685772552707,0.043628138354700856,0.01692612360978451,2140.8793908562343,241.81551283793453,2721.9536495036027,135.42576597846545,0.008667802325635047,0.01009347877777069
human:fma:69199,train,human,0.07490807947226172,0.04240919375336173,0.08612477881276709,0.03886921839289948,1817.5687275520313,706.0270333097675,2014.6702117621044,672.0523215266431,0.010897134161519212,0.02664689515198726
human:fma:27177,train,human,0.30952250996250164,0.1510271248297474,0.10978711772168803,0.09412304444433794,2761.8399432138763,1277.3832048258369,2956.7851928284563,506.52093226163015,0.05369035867614256,0.08124644278305096
human:fma:66073,train,human,0.19559522856588396,0.03800563504994983,0.036364954760950856,0.009996712196638351,1559.259127631587,343.1551892466955,2561.272474692888,368.13745078322717,0.0015864441773263801,0.0037413368452971787
human:fma:145041,train,human,0.25297945452197323,0.12976092268196215,0.061305901943108976,0.04892990804574188,1927.5386389362893,969.7690020055277,2307.3726823739603,709.0078462255465,0.01981549458559676,0.03727810467178047
human:fma:47659,train,human,0.17683861997022876,0.09442382463628565,0.06269510383279914,0.059889113116100665,2120.2804226506105,1362.8132354523837,2547.024766488017,981.1898863490237,0.0186068708538336,0.02990532420377117
human:fma:36143,train,human,0.14729161716514066,0.08892149808635702,0.025479830228365384,0.01332877818315048,623.7393679668548,255.05634504110213,908.769189750811,267.8991617661304,0.00010572061011639112,0.00027352448655832925
human:fma:71507,train,human,0.3741374871471451,0.16194205097343625,0.0691058819110577,0.04878124087865436,2262.6785924157352,701.0293280938488,2816.5695134100006,357.3938261128102,0.024421865267829017,0.03881939457095528
human:fma:51954,train,human,0.25458473527350556,0.12182537896026605,0.055091792701655984,0.08085145864909458,2090.0142480933255,1748.6811004680371,2498.648119212576,1064.4627394934919,0.011519546932357466,0.026226349519056114
human:fma:71503,train,human,0.20211291073304954,0.11813624838316736,0.08180328108306624,0.05436830903324345,2149.653715117072,859.9736614969063,2444.426815224774,504.92821383309393,0.01964175751241086,0.043977132566056586
human:fma:40851,train,human,0.08296026670876168,0.028006904808317253,0.11744416065705128,0.05897137755501805,3059.002520027141,812.0152989947105,3082.1539284384444,428.8620965291034,0.07228492431105092,0.0682658366621157
human:fma:116240,train,human,0.1896880578971215,0.0827317096344913,0.1417888413127671,0.12136717375232303,3019.2608402196224,1702.1634743366005,2545.0705591056885,864.5818255808706,0.07925024045385763,0.11312460461277357
human:fma:46157,train,human,0.110530342910588,0.03728574358334584,0.07242786374866453,0.017584903569333718,1239.0551685512482,454.8026603553804,1347.5767759675025,719.9964784764471,0.002730914258796725,0.004781548527187741
human:fma:46160,train,human,0.10923765567724865,0.04768828658667323,0.08491033570379274,0.041221831510316734,2557.4279185806936,815.4266417035983,2642.9953261745127,440.1135540878844,0.01897980967683236,0.03441967159434611
human:fma:66638,train,human,0.2873668616975339,0.06012785281536366,0.01078548594417735,0.005618060364461826,424.7828536422222,258.15408788561626,838.6964173467951,407.3741949268402,0.00022266854782346707,0.0015606431604917987
human:fma:36659,train,human,0.1030835759746977,0.045499737684667446,0.05827135917467949,0.029491610297762372,1459.59315058417,604.5234066338024,2091.5456473179656,533.4115396106056,0.007152508292569623,0.017484843182703054
human:fma:23353,train,human,0.022351187320476765,0.02559690177145772,0.05123197115384615,0.05496281678798284,1571.4295061425637,1405.6185799694754,1958.388055000656,1074.4542497808407,0.017442078142348355,0.046568424459960935
human:fma:125723,train,human,0.37876427734990525,0.04485912508979856,0.0661349826388889,0.0197124912531592,1573.2726785280347,358.1857227557221,2046.3342337492631,448.30421289004516,0.006000847160061619,0.005224583331748214
human:fma:122806,train,human,0.16124615636890255,0.09119744336431607,0.046246390057425216,0.02611931034301378,1740.011926134005,417.0941770706863,2523.4046381647318,426.6460816648138,0.00767324651357979,0.009725621735216348
human:fma:26765,train,human,0.02532334560745374,0.017707552946746877,0.07480040982238248,0.034775860748643084,2284.0982186981437,750.6469737542044,3188.3252241108994,603.9941864412899,0.004024954515300313,0.005910565078467519
human:fma:67366,train,human,0.0993451032807983,0.04718401785864988,0.10360326522435898,0.038793783941781346,2434.7683100529835,585.0064402285966,2666.237310881239,370.9167815185157,0.033066453368628096,0.03248864153570837
human:fma:46841,train,human,0.18654643907945745,0.05023940235336627,0.09603073250534189,0.05600330626599358,2382.642092321444,927.8780752276903,2564.000131835761,615.2820881504159,0.025952572069431017,0.04490746911681995
human:fma:153956,train,human,0.110081614212635,0.07020879163009291,0.0413051507411859,0.04913811721378329,1330.71031538049,887.036998391459,2091.1013978255087,647.7634823983424,0.006609832860712653,0.021565795742271368
human:fma:131451,train,human,0.25124927127806174,0.02939757759367246,0.14900611812232906,0.023246228540536484,2145.0539280940316,267.4675894922035,1675.7438885725678,267.97164169043225,0.008327360261639164,0.01148400420055513
human:fma:127271,train,human,0.2871331598174077,0.0669668988776699,0.07129271417601496,0.03938569516456358,2171.653335013778,749.9288670599324,2759.922548906433,482.4709381039511,0.019343962510985253,0.02112745695481684
human:fma:135339,train,human,0.09260526385308243,0.053274754440348515,0.24407124315571582,0.12912705151235954,4378.521838031778,1331.1039010980326,3452.3617281836923,459.23174255230634,0.0927729753358684,0.08996608709037818
human:fma:129054,train,human,0.25749507435274543,0.054547759406770785,0.04983233590411325,0.030881410931285498,1309.7768373575686,387.1793221097232,1801.7784290715417,385.2232929448682,0.001941526105546344,0.003101571620266123
human:fma:36618,train,human,0.14387016429535787,0.06082726488541784,0.07565177200186965,0.042873896893619555,1842.489446756416,710.5173090472423,2270.253123883571,656.1209397096156,0.012901921959761977,0.02644855943896215
human:fma:52039,train,human,0.07836829090197418,0.047723196249744554,0.07598459618723291,0.06504827977650665,1884.9490441726848,753.925749383565,2137.8428843729052,520.750687480782,0.012044247922482564,0.024610626413977876
human:fma:132789,train,human,0.11670924083815915,0.046536716275599715,0.07993779630742522,0.05583510222819648,1578.265410613606,717.6170812240703,1618.936798378045,327.59971007959194,0.002016761165203865,0.0036031068873157816
human:fma:64007,train,human,0.27480168545206274,0.08471464068272225,0.11099790915464744,0.07201764212515777,2849.5084390382895,856.1560538314471,2946.520667774636,376.42354790861197,0.03983601941187215,0.04677864855625591
human:fma:69188,train,human,0.08729608088988375,0.02675947261678554,0.036877232739049144,0.016000862932286922,981.4357339779249,333.44250691623563,1484.9397023037695,465.6893698255793,0.0011887889244890128,0.0021369526334600597
human:fma:19423,train,human,0.23598846576253202,0.07117862595736292,0.041839860443376065,0.017061706822452574,1376.20245055444,335.83690126955565,2047.1993543700733,330.6265302744556,0.0039040093916904986,0.00560528188415285
human:fma:48456,train,human,0.08012569085066379,0.031398054784560384,0.10613335503472222,0.0392355942522092,1437.8821706279007,285.93461837824236,1307.6119284660476,240.14737222919797,0.0005012198418823802,0.003422339551162703
human:fma:109974,train,human,0.3340077242885123,0.07732318577061004,0.05195969801682693,0.025489067905371206,1258.1378778315104,443.7008983780598,1563.6002622032584,403.0877698103925,0.0010291276134085283,0.0021387489483266913
human:fma:120109,train,human,0.2078410090306316,0.06723436740418501,0.08433545756543803,0.04550772896852752,2093.3917450922163,740.6853703128943,2428.119299525053,515.9094309331776,0.024905099268006266,0.0305832361034132
human:fma:57178,train,human,0.15418354517210256,0.0824942969313498,0.08118875617654914,0.09231013764372203,2279.6673445263395,1313.4557192158686,2525.866066424664,459.17522844643156,0.022680123962740356,0.04028214192398863
human:fma:144933,train,human,0.28577443600748476,0.0916065852074208,0.09355750450721154,0.04043637387785394,2160.4834468870054,754.8843340681034,2284.4618206528303,583.3146983924709,0.020785205066486942,0.03073109344789334
