candidate_id,expected_label,generator,variant,rms_mean,rms_std,zero_crossing_rate_mean,zero_crossing_rate_std,spectral_centroid_hz_mean,spectral_centroid_hz_std,spectral_bandwidth_hz_mean,spectral_bandwidth_hz_std,spectral_flatness_mean,spectral_flatness_std
ai:Echoes/TTA/acestep/Scape_from_the_city_Rolemusic_acestep_TTA_001.mp3,ai,acestep,baseline,0.05887512042856713,0.02627707363884951,0.1063679403104925,0.05059721928638177,2866.639666324263,482.09405856540366,3140.153170740019,212.67191366304584,0.01360901754457853,0.03329287067219477
ai:Echoes/TTA/acestep/Scape_from_the_city_Rolemusic_acestep_TTA_001.mp3,ai,acestep,channel_mean_removed,0.059056741907901424,0.025989669092784766,0.0963095556745182,0.05052710175968918,2689.570339150528,627.8677073935007,3057.5493064217953,382.15698455779386,0.006994390145277773,0.00932835244886437
ai:Echoes/TTA/audioldm/Scape_from_the_city_Rolemusic_audioldm_TTA_001.mp3,ai,audioldm,baseline,0.0837786010852426,0.022521483708222455,0.06551542425053533,0.023329006258746367,1682.9646409963416,263.96472003104856,1827.670615917032,158.2491423803572,0.0002981298164755342,0.00022363548371224736
ai:Echoes/TTA/audioldm/Scape_from_the_city_Rolemusic_audioldm_TTA_001.mp3,ai,audioldm,channel_mean_removed,0.0837764153831957,0.0225285955603246,0.06570362687366167,0.023319587764880606,1700.7447284591374,268.82344699111763,1832.6278453023428,170.50900689834097,0.0003319766980431519,0.0003320827758421999
ai:Echoes/TTA/musicgen/Scape_from_the_city_Rolemusic_musicgen_TTA_001.wav,ai,musicgen,baseline,0.35588420233544166,0.1236408091207085,0.07684103988222699,0.046273394120633235,1658.4629302248109,695.8878350286905,1785.408211789764,528.7297351718003,0.008126070765920526,0.013802724342502667
ai:Echoes/TTA/musicgen/Scape_from_the_city_Rolemusic_musicgen_TTA_001.wav,ai,musicgen,channel_mean_removed,0.35557818861125273,0.12315066445526636,0.0769330500535332,0.04608623994969181,1650.2134124103218,692.6363583480614,1784.849263404691,527.2215443189567,0.008149835158102112,0.013824008003927137
human:fma:114545,human,,baseline,0.32228764619885397,0.043999086105053695,0.04730786603319058,0.01856966316962109,1714.232014455904,351.90799344877166,2509.1215128047747,311.5599962156508,0.00885600211914019,0.007746117387828963
human:fma:114545,human,,channel_mean_removed,0.3222876433032146,0.04399910361627826,0.04730786603319058,0.01856966316962109,1714.2316127899119,351.9075489013674,2509.12140969486,311.55988462556076,0.008856271146009552,0.007746492214966844
ai:Echoes/TTA/acestep/shmoove_epsilon_not_acestep_TTA_001.mp3,ai,acestep,baseline,0.08191486141036884,0.02446963555391274,0.02990539681477516,0.023277577717009217,633.1062451885041,391.81914170254146,995.6259572656868,269.77977595839883,0.0015566018741506218,0.016788604265269375
ai:Echoes/TTA/acestep/shmoove_epsilon_not_acestep_TTA_001.mp3,ai,acestep,channel_mean_removed,0.08191967714250956,0.024455139081065107,0.027883264186295505,0.014364245631669957,610.2228361877395,201.3833684716306,991.6602111457564,235.6199309299086,8.842948998939893e-05,0.00022975986358570374
ai:Echoes/TTA/audioldm/shmoove_epsilon_not_audioldm_TTA_001.mp3,ai,audioldm,baseline,0.021742502239696537,0.022137378262433782,0.032356213195931474,0.02332946005473384,635.316628625343,452.2857389958436,855.5365065127752,527.052843131494,0.00015834245920429935,0.00038280042002478083
ai:Echoes/TTA/audioldm/shmoove_epsilon_not_audioldm_TTA_001.mp3,ai,audioldm,channel_mean_removed,0.021734499528759887,0.02214360683367719,0.03259251204496788,0.02369096201392628,648.4122595524709,469.4300135955079,859.8090662788667,532.6472293966282,0.00017486436904269744,0.00041747164296801855
ai:Echoes/TTA/musicgen/shmoove_epsilon_not_musicgen_TTA_001.wav,ai,musicgen,baseline,0.27884160488412074,0.18299254648465937,0.3470038142398287,0.15233050255051167,4978.054167469337,1574.0780933922883,2929.736705419383,549.4844960516671,0.22007483936253797,0.14968636370896857
ai:Echoes/TTA/musicgen/shmoove_epsilon_not_musicgen_TTA_001.wav,ai,musicgen,channel_mean_removed,0.27884156542704325,0.18299232292218426,0.34699544967880086,0.15234939447004045,4977.566195669445,1573.8772194178543,2930.016888324728,549.6090969980602,0.2201248179726397,0.1496726050200652
human:fma:141877,human,,baseline,0.1526401189017745,0.016137251536248412,0.06025620650428266,0.013086492062468234,1478.7723631395907,246.0735109696821,2032.9901273776702,289.3125118719639,0.005480645321274018,0.003966017138329088
human:fma:141877,human,,channel_mean_removed,0.14668474266935952,0.016686846809548652,0.06312943321734475,0.01405726199430675,1544.8337362264986,253.73377950555923,2053.3570375691165,290.44094765776424,0.006263231785498568,0.0047683800327242894
ai:Echoes/TTA/acestep/I_Nocturnal_Mayhem_acestep_TTA_001.mp3,ai,acestep,baseline,0.05154716871521575,0.04773876941166472,0.08533316046573876,0.09164670344470466,2310.834035899817,1467.047004108689,2863.1761258138345,722.7364316414249,0.04262438091311219,0.08254476584165432
ai:Echoes/TTA/acestep/I_Nocturnal_Mayhem_acestep_TTA_001.mp3,ai,acestep,channel_mean_removed,0.05155985414334347,0.047723198349044586,0.08568447202890793,0.09181849182869926,2304.0722946538713,1463.5438671846237,2862.050647850276,723.3126879997644,0.04260798453160477,0.08249106455949003
ai:Echoes/TTA/audioldm/I_Nocturnal_Mayhem_audioldm_TTA_001.mp3,ai,audioldm,baseline,0.07953873851333657,0.04592754957124676,0.04706738490364026,0.02756629302813105,1317.8724714903653,505.2204437609415,1620.4888072119766,342.007240870867,0.00016885694914463853,0.00016886792642369032
ai:Echoes/TTA/audioldm/I_Nocturnal_Mayhem_audioldm_TTA_001.mp3,ai,audioldm,channel_mean_removed,0.07954029055433123,0.04592374785780187,0.0471112988490364,0.027660281227743565,1312.1851263840251,508.2731724454345,1616.509927990331,337.7701526103834,0.000166970471865629,0.00016933061189868226
ai:Echoes/TTA/musicgen/I_Nocturnal_Mayhem_musicgen_TTA_001.wav,ai,musicgen,baseline,0.3473512611744047,0.15013459556182157,0.2032902000802998,0.12639714119841483,3476.6876346331396,1682.2748432111027,2600.9123388473545,923.3750939500458,0.10882465562554387,0.1272948716493731
ai:Echoes/TTA/musicgen/I_Nocturnal_Mayhem_musicgen_TTA_001.wav,ai,musicgen,channel_mean_removed,0.34735173050837664,0.15013392368346937,0.203279744379015,0.12632361311693138,3476.450935736041,1682.3405487115874,2600.9649839505933,923.407049083859,0.10894605123388518,0.12726687373026824
human:fma:149488,human,,baseline,0.10631922265712657,0.018552098631924033,0.1273483505085653,0.02974817014122182,2420.9021442764265,552.9244719671276,2144.727483975746,550.1437789443719,0.022821631184025595,0.03576714678156516
human:fma:149488,human,,channel_mean_removed,0.10629444215115412,0.018552984904439414,0.12774775829764454,0.029990887299071827,2424.211129931702,552.5606878126298,2144.2373347828134,550.3456365214482,0.02277605905179451,0.035703876558416184
ai:Echoes/TTA/acestep/Lost_Paradise_Autumn_Interlude_acestep_TTA_001.mp3,ai,acestep,baseline,0.07151104716289117,0.023069173684411165,0.039014403774089934,0.031462893530505076,629.8810017886996,450.5616792710102,1042.119023778655,293.4941964759801,0.0029872342719008383,0.03138624514286122
ai:Echoes/TTA/acestep/Lost_Paradise_Autumn_Interlude_acestep_TTA_001.mp3,ai,acestep,channel_mean_removed,0.07151410218023134,0.02305989660040601,0.03530681209850107,0.006003443342817053,610.3390763996169,263.5683235704806,1042.8971133059695,302.1291614461902,8.883856346243302e-05,0.0006602879315486338
ai:Echoes/TTA/audioldm/Lost_Paradise_Autumn_Interlude_audioldm_TTA_001.mp3,ai,audioldm,baseline,0.0038902739685979285,0.008420632174509593,0.07398872457173447,0.01889047381893566,1309.3353372991335,359.0802153083656,1514.1123039645013,541.997072018749,0.0004644761193143327,0.0005323859350230021
ai:Echoes/TTA/audioldm/Lost_Paradise_Autumn_Interlude_audioldm_TTA_001.mp3,ai,audioldm,channel_mean_removed,0.003858854194302242,0.008431991928236697,0.07962852984475374,0.019830603792683886,1383.103208730611,435.6976521059368,1526.7284136531102,554.4178887320602,0.0007481219937671891,0.0010255859529862278
ai:Echoes/TTA/musicgen/Lost_Paradise_Autumn_Interlude_musicgen_TTA_001.wav,ai,musicgen,baseline,0.18937572653333856,0.18309767654775774,0.14059154175588864,0.08038530896661218,2954.566871966638,1069.2195676488918,2718.1182770007777,675.1727752982702,0.047646722522634036,0.06416504605126741
ai:Echoes/TTA/musicgen/Lost_Paradise_Autumn_Interlude_musicgen_TTA_001.wav,ai,musicgen,channel_mean_removed,0.1893813687625004,0.18309160420400838,0.13923439172912205,0.08081747531399934,2938.403928186697,1076.2084130171315,2717.2588140491857,677.6874526265005,0.047598093297922826,0.06420457355827713
human:fma:129962,human,,baseline,0.12080136397177613,0.01384076206245037,0.10889403774089935,0.04153130280068598,2326.4321841437486,662.2332981717112,2442.921964168299,473.50719210205887,0.03516665338920136,0.03772865904731391
human:fma:129962,human,,channel_mean_removed,0.12080138449880423,0.013840544065056096,0.1088814908993576,0.04152633656451916,2326.434830314016,662.2366591546155,2442.922071109711,473.5058839831281,0.03516192567341166,0.03772378786102796
ai:Echoes/TTA/acestep/Lights_Up_Pipe_Choir_acestep_TTA_001.mp3,ai,acestep,baseline,0.07255337005679371,0.0306589700253133,0.05305850173982869,0.0426473553546068,1050.9136094498795,717.0894909842406,1240.0675823971678,516.8131623518768,0.009562477793346964,0.04942534613610255
ai:Echoes/TTA/acestep/Lights_Up_Pipe_Choir_acestep_TTA_001.mp3,ai,acestep,channel_mean_removed,0.07258111871256333,0.030596933459586136,0.04311303867773019,0.014414863368827607,923.230423512464,201.96616142347875,1207.609875913672,376.8266690150852,0.0001903897621998739,0.0003911933874728986
ai:Echoes/TTA/audioldm/Lights_Up_Pipe_Choir_audioldm_TTA_001.mp3,ai,audioldm,baseline,0.030471709412557703,0.03360168337160498,0.05332825883297645,0.025142874425272764,1274.0694691630185,331.49769025161754,1534.9292215282042,229.81102845887065,0.00014636599515758419,0.00019024956386622961
ai:Echoes/TTA/audioldm/Lights_Up_Pipe_Choir_audioldm_TTA_001.mp3,ai,audioldm,channel_mean_removed,0.030468435812069584,0.03360365590212431,0.05309195998394004,0.025097149954571348,1280.1909887648317,330.0002630014033,1537.6942647597314,233.05032696911243,0.00014870636803258091,0.0001928601286486287
ai:Echoes/TTA/musicgen/Lights_Up_Pipe_Choir_musicgen_TTA_001.wav,ai,musicgen,baseline,0.48894719278280774,0.09834607212884525,0.190274943120985,0.16221306915775383,2971.7598825976197,1852.3890326363944,2208.2098440176114,571.5807973362049,0.08437528006996231,0.10871174441719086
ai:Echoes/TTA/musicgen/Lights_Up_Pipe_Choir_musicgen_TTA_001.wav,ai,musicgen,channel_mean_removed,0.4889475869633315,0.09834614806572171,0.19026239627944325,0.1622094309793794,2971.732122270557,1852.5015068455016,2208.1738955160426,571.5684463273469,0.08435613679927169,0.10868533098179313
human:fma:111819,human,,baseline,0.07739632464114034,0.0168649525806163,0.10070513249464669,0.01772459412790526,1544.7936317310512,178.3654991763738,1525.48319696949,136.82471185080797,0.0006064428857485187,0.00030019950850679447
human:fma:111819,human,,channel_mean_removed,0.07739632464119119,0.016864952166556143,0.10070513249464669,0.01772459412790526,1544.7950022392188,178.36649813504897,1525.4832175372537,136.82471610075362,0.0006064344519194529,0.0003001797673251069
ai:Echoes/TTA/acestep/Ad_Astra_P_C_III_acestep_TTA_001.mp3,ai,acestep,baseline,0.1218076389280347,0.04426888524744585,0.04072495650428266,0.027524470610183246,1082.050064848667,595.420889665665,1613.124005198581,508.8197895675298,0.0028515409556936484,0.01069077569190028
ai:Echoes/TTA/acestep/Ad_Astra_P_C_III_acestep_TTA_001.mp3,ai,acestep,channel_mean_removed,0.12180496398108516,0.044270349456714486,0.04068313369914347,0.02754016681853311,1082.0961214893337,595.7261139693135,1613.1024266608454,508.8630064191224,0.002851058924749468,0.010697829321419345
ai:Echoes/TTA/audioldm/Ad_Astra_P_C_III_audioldm_TTA_001.mp3,ai,audioldm,baseline,0.10608642226443543,0.015168290275091435,0.035635121118843684,0.006797547892939685,739.727923478822,65.75356773646111,853.7831193922881,95.19223482655202,1.172779426866466e-05,1.3444118083801027e-05
ai:Echoes/TTA/audioldm/Ad_Astra_P_C_III_audioldm_TTA_001.mp3,ai,audioldm,channel_mean_removed,0.10608576060643811,0.015171104155629526,0.03563093883832977,0.006652389471419386,743.6919449014781,112.00677338442448,855.0381311837726,113.32529464395716,1.7699427958868993e-05,0.00010413016421680044
ai:Echoes/TTA/musicgen/Ad_Astra_P_C_III_musicgen_TTA_001.wav,ai,musicgen,baseline,0.3041117283587182,0.1182785629381001,0.1213195931477516,0.14721152097615625,2093.7279631634215,2104.1049131931613,1764.9167371829997,1285.9624619424774,0.06329604029012818,0.10943773038011564
ai:Echoes/TTA/musicgen/Ad_Astra_P_C_III_musicgen_TTA_001.wav,ai,musicgen,channel_mean_removed,0.30411136963900065,0.11827827329261939,0.12131331972698073,0.14726820778422395,2093.7202299557766,2104.1369470301975,1764.9038938174485,1285.9583365551257,0.06327399237485312,0.10938664395847973
human:fma:135336,human,,baseline,0.18735865819438233,0.077241688406859,0.08084975575481798,0.09853201808749545,1946.6320181644614,1368.987761282491,2268.6196851841837,717.4404806621769,0.019871562552320313,0.0631569818217121
human:fma:135336,human,,channel_mean_removed,0.18735908214950742,0.07724072746190576,0.0807723835653105,0.09849759254569111,1942.4639612478843,1371.9013041606488,2264.0063125862634,724.2485284216598,0.017728178691047782,0.043904424356102506
ai:Echoes/TTA/acestep/Slow_and_Steady_Caleb_Lemond_acestep_TTA_001.mp3,ai,acestep,baseline,0.08468891037541483,0.028839211570681537,0.04935300120449679,0.010430368216230168,729.6462828020774,97.7250125205998,1021.5506383626341,123.10015975963715,8.03145060965978e-05,6.0641378018260036e-05
ai:Echoes/TTA/acestep/Slow_and_Steady_Caleb_Lemond_acestep_TTA_001.mp3,ai,acestep,channel_mean_removed,0.08468892264741587,0.028838004592691004,0.04936554804603854,0.010454175477534074,729.4858195480984,97.7147833504676,1021.4998116704884,123.11050677048124,8.036411363894162e-05,6.0685347469796214e-05
ai:Echoes/TTA/audioldm/Slow_and_Steady_Caleb_Lemond_audioldm_TTA_001.mp3,ai,audioldm,baseline,0.004029920555856973,0.009090438768038635,0.08756649826017131,0.050949259690909125,1695.7337761772424,569.5630255951999,1730.237798605777,249.47279699058845,0.0005496699585551721,0.00041639713928080823
ai:Echoes/TTA/audioldm/Slow_and_Steady_Caleb_Lemond_audioldm_TTA_001.mp3,ai,audioldm,channel_mean_removed,0.004000265338281866,0.009100681533081542,0.095960335251606,0.057892059132195285,1805.3738303689652,635.9062453123627,1718.5648351950945,253.1741741735446,0.0007479906818239723,0.0006338741043464983
ai:Echoes/TTA/musicgen/Slow_and_Steady_Caleb_Lemond_musicgen_TTA_001.wav,ai,musicgen,baseline,0.4795259274867655,0.10499173287401692,0.31944049451284795,0.14560628484416666,4616.004381609772,1476.4360058816687,2753.7239423275346,485.8755322149326,0.2315959429082672,0.1313697550981534
ai:Echoes/TTA/musicgen/Slow_and_Steady_Caleb_Lemond_musicgen_TTA_001.wav,ai,musicgen,channel_mean_removed,0.4795210135493071,0.10498643240687137,0.31954923380620986,0.14562047097319783,4615.882990630179,1476.9887879586179,2753.7107473196934,485.6149689090171,0.23158588482680806,0.13131914710354411
human:fma:140344,human,,baseline,0.08394518962147965,0.05029409072542292,0.043625368040685224,0.02095345556585347,1385.1423284851085,616.4451008492803,2077.576996251507,627.3085144361562,0.006317581586068391,0.013567694990720885
human:fma:140344,human,,channel_mean_removed,0.08394529623303214,0.05029391870938854,0.04362118576017131,0.02099097735154603,1385.1403121595442,616.4722821461062,2077.5717996052135,627.3047691629178,0.006317450593281071,0.013566795248012435
ai:Echoes/TTA/acestep/Ohtli_Seclorance_acestep_TTA_001.mp3,ai,acestep,baseline,0.05701958607083227,0.026133247559319377,0.13983454898286937,0.061548742371333086,3529.9377875070622,587.5618933869623,3262.0318027756553,186.76722629679648,0.08838226046237292,0.07162223181647862
ai:Echoes/TTA/acestep/Ohtli_Seclorance_acestep_TTA_001.mp3,ai,acestep,channel_mean_removed,0.0570171577259323,0.026131669003359975,0.14029041755888652,0.06212461054068469,3526.5888212463506,586.6752682840934,3262.617417585041,186.2669779406496,0.08862676284328568,0.07172007511023035
ai:Echoes/TTA/audioldm/Ohtli_Seclorance_audioldm_TTA_001.mp3,ai,audioldm,baseline,0.12768633356553918,0.032652014659848204,0.02007494646680942,0.008398428533948895,577.0128129523488,165.92723045676098,900.5209806727074,241.16653023088992,1.4946173589186132e-05,3.7007440929410374e-05
ai:Echoes/TTA/audioldm/Ohtli_Seclorance_audioldm_TTA_001.mp3,ai,audioldm,channel_mean_removed,0.12768612542493585,0.03265102612204151,0.020072855326552463,0.008389197066049566,576.3273065676643,162.91303732124658,900.1650947920507,239.3793972758614,1.4564367362195e-05,3.4375739220456225e-05
ai:Echoes/TTA/musicgen/Ohtli_Seclorance_musicgen_TTA_001.wav,ai,musicgen,baseline,0.32878704223550975,0.08254345771451095,0.0847246386509636,0.04732845003854682,1584.036979822004,928.5004918682207,1536.0986256029862,728.5627061130508,0.006111558127312623,0.008612034393061272
ai:Echoes/TTA/musicgen/Ohtli_Seclorance_musicgen_TTA_001.wav,ai,musicgen,channel_mean_removed,0.3287870250180859,0.08254345484434787,0.08472254751070664,0.04733053218524519,1584.045111473615,928.491568299761,1536.1010333419417,728.5617064865576,0.006111956881407274,0.008612995181351111
human:fma:145607,human,,baseline,0.3525719523258106,0.05647375686043038,0.142218448875803,0.034905073762099496,2619.664141758897,406.7235373545565,2351.2592924818537,358.8685538989826,0.039029353543393965,0.03066818340745678
human:fma:145607,human,,channel_mean_removed,0.3525719580843281,0.05647359293382333,0.1421557146680942,0.034933728808090876,2619.6657486372815,406.71197510656,2351.261433711813,358.8682901417126,0.039034199298579854,0.030680018325167174
ai:Echoes/TTA/acestep/The_Dawn_The_One_They_Fear_acestep_TTA_001.mp3,ai,acestep,baseline,0.12644807868549707,0.07137261049506541,0.014288761375802999,0.00976882924751391,352.3677891811871,180.4671935061004,826.3140569151244,203.55644405710711,0.00016216317741077178,0.0027712736068398643
ai:Echoes/TTA/acestep/The_Dawn_The_One_They_Fear_acestep_TTA_001.mp3,ai,acestep,channel_mean_removed,0.12650029368052718,0.07128895006179674,0.01382243709850107,0.008476321408047733,339.6029952402351,80.81479240191977,816.9553050000178,128.11755627541535,1.5241274872579832e-05,1.432916096229979e-05
ai:Echoes/TTA/audioldm/The_Dawn_The_One_They_Fear_audioldm_TTA_001.mp3,ai,audioldm,baseline,0.2706399466608146,0.06025066216565753,0.037385405513918626,0.022201947206648382,1485.6476503171527,373.9814100749339,1917.319043293725,194.4306581153838,0.00016585143798714079,0.00019305065376368233
ai:Echoes/TTA/audioldm/The_Dawn_The_One_They_Fear_audioldm_TTA_001.mp3,ai,audioldm,channel_mean_removed,0.27064089132356506,0.060246177172150715,0.03731221560492505,0.02219054627704679,1481.4837553272355,376.1971091994749,1915.025620108972,193.1772109838562,0.00016345825492299543,0.0001896247347361459
ai:Echoes/TTA/musicgen/The_Dawn_The_One_They_Fear_musicgen_TTA_001.wav,ai,musicgen,baseline,0.3325298408717583,0.1495041039170697,0.1875460050856531,0.14989287687681563,2920.820897154167,1629.7523441488215,2203.7543656734965,563.9214078611072,0.09772574457821949,0.14440141349157679
ai:Echoes/TTA/musicgen/The_Dawn_The_One_They_Fear_musicgen_TTA_001.wav,ai,musicgen,channel_mean_removed,0.33252212070798765,0.14943526256020243,0.18733898220021414,0.14995503908342597,2918.9800775581316,1631.770056998653,2203.5006818429274,563.5952157583299,0.09777177599575128,0.14450144712363894
human:fma:135370,human,,baseline,0.11503831402845228,0.0877756383459147,0.13094302061027838,0.10641779389086768,2911.2639159193923,1581.9537041859778,2511.1566711077066,1077.8714801268409,0.04832876437949561,0.07719529860704612
human:fma:135370,human,,channel_mean_removed,0.11503831410288419,0.08777563833032444,0.13091792692719487,0.10643646144033872,2911.2638834709783,1581.9535764228995,2511.156701439781,1077.8715001636408,0.04832812609236435,0.07719419608261158
ai:Echoes/TTA/acestep/Happy_Lamprey_acestep_TTA_001.mp3,ai,acestep,baseline,0.11623284504671882,0.03857614639030351,0.024221677596359743,0.01067495375179772,822.858244341768,152.874369422479,1393.4006375311958,142.59765266566083,0.0005601891938048102,0.0005094394224078814
ai:Echoes/TTA/acestep/Happy_Lamprey_acestep_TTA_001.mp3,ai,acestep,channel_mean_removed,0.1162272742576781,0.03857662818027095,0.024305323206638117,0.010884507773255486,822.969357591785,152.99706372041524,1393.458370734828,142.6923115184961,0.0005605954246257067,0.0005106625275671704
ai:Echoes/TTA/audioldm/Happy_Lamprey_audioldm_TTA_001.mp3,ai,audioldm,baseline,0.03328210419108448,0.03412280733396747,0.06803733940042826,0.04724115786247362,1294.2730196291375,626.0646177161343,1408.896874734164,386.16484175235547,0.0004292405338655505,0.0006800543417087354
ai:Echoes/TTA/audioldm/Happy_Lamprey_audioldm_TTA_001.mp3,ai,audioldm,channel_mean_removed,0.03327787700374941,0.03412611480141135,0.06829873193254818,0.04797048593734686,1309.9102584274867,637.27347244072,1412.1423899078472,393.26584276069985,0.0004386267798120256,0.0006817167886862077
ai:Echoes/TTA/musicgen/Happy_Lamprey_musicgen_TTA_001.wav,ai,musicgen,baseline,0.2416978957459974,0.14947965289326987,0.24547268134368308,0.21152542434245783,3125.712698995054,2443.7874899030026,1957.139043952666,1141.2162440993584,0.09513057620387211,0.13953965189960407
ai:Echoes/TTA/musicgen/Happy_Lamprey_musicgen_TTA_001.wav,ai,musicgen,channel_mean_removed,0.24170060960468645,0.14947603094231565,0.2454057648554604,0.21143596370148066,3120.2867100115886,2438.9599850412046,1960.0757978335478,1144.2327386203403,0.09525370141806361,0.1395035787523502
human:fma:47071,human,,baseline,0.12440924982478656,0.030092666587145264,0.05355828426124197,0.015723469232173038,2443.677715396975,191.7890209055067,2907.2923700731035,68.0131012032204,0.010568898422207892,0.011682927168526723
human:fma:47071,human,,channel_mean_removed,0.1244104445530983,0.030074667546767624,0.05325925120449679,0.015568574182393139,2443.8708422950463,191.93323737227158,2907.3134733081897,68.00887091985594,0.010559686670337867,0.011665080767067838
ai:Echoes/TTA/acestep/All_of_Us_Eric_Skiff_acestep_TTA_001.mp3,ai,acestep,baseline,0.09231278899247335,0.02600868960909272,0.08880445329229122,0.02770065153082387,1949.0714500247414,547.8047438790478,2254.9605183730223,386.59431138851977,0.011054782255225661,0.031460565280617823
