candidate_id,expected_label,label_basis,label_standard,reference,reference_track_id,artist_id,reference_group_id,artist_group_id,group_id,grouping_status,development_only,split,eligibility_status,review_reasons,reference_metadata_status,reference_review_reasons,reference_provenance_status,reference_source_url,reference_license_url,source_url,license_url,generator,generation_type,echoes_genre,echoes_revision,archive,archive_url,archive_member,file_bytes,compressed_bytes,file_path
ai:Echoes/TTA/audioldm/Scape_from_the_city_Rolemusic_audioldm_TTA_001.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,Scape from the city - Rolemusic,91622,10397,fma:91622,fma_artist:10397,fma_artist:10397,provisional_artist_id,True,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending,metadata_complete,,unverified,http://freemusicarchive.org/music/Rolemusic/gigs_n_contest/rolemusic_-_gigs_n_contest_-_04_Scape_from_the_city,http://creativecommons.org/licenses/by/3.0/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,audioldm,TTA,Electronic,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/audioldm/Scape_from_the_city_Rolemusic_audioldm_TTA_001.mp3,493677,407152,data/audio_batch/c3860182844e99b381802a682d67771e521bd7f507404bdc46854ae13675f050.mp3
ai:Echoes/TTA/musicgen/Scape_from_the_city_Rolemusic_musicgen_TTA_001.wav,ai,Echoes TTA dataset label,dataset_labels_v1,Scape from the city - Rolemusic,91622,10397,fma:91622,fma_artist:10397,fma_artist:10397,provisional_artist_id,True,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending,metadata_complete,,unverified,http://freemusicarchive.org/music/Rolemusic/gigs_n_contest/rolemusic_-_gigs_n_contest_-_04_Scape_from_the_city,http://creativecommons.org/licenses/by/3.0/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,musicgen,TTA,Electronic,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/musicgen/Scape_from_the_city_Rolemusic_musicgen_TTA_001.wav,1916204,1741727,data/audio_batch/68c0d850651e3842db0173dbd0855d5dae010f9f3f49f654a7ccd92c4f463739.wav
human:fma:114545,human,Historical FMA reference label,dataset_labels_v1,shmoove - epsilon not,114545,6550,fma:114545,fma_artist:6550,fma_artist:6550,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending,metadata_complete,,unverified,http://freemusicarchive.org/music/Epsilon_Not/dayvision/02_shmoove,http://creativecommons.org/licenses/by/4.0/,http://freemusicarchive.org/music/Epsilon_Not/dayvision/02_shmoove,http://creativecommons.org/licenses/by/4.0/,,,,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/114/114545.mp3,1201578,1108881,data/audio_batch/1b2da198a7ac846239cc1c545c267d92dc6484cd8efc6a8729c5c9eec53e8b03.mp3
ai:Echoes/TTA/acestep/shmoove_epsilon_not_acestep_TTA_001.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,shmoove - epsilon not,114545,6550,fma:114545,fma_artist:6550,fma_artist:6550,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending,metadata_complete,,unverified,http://freemusicarchive.org/music/Epsilon_Not/dayvision/02_shmoove,http://creativecommons.org/licenses/by/4.0/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,acestep,TTA,Electronic,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/acestep/shmoove_epsilon_not_acestep_TTA_001.mp3,1167405,1161930,data/audio_batch/a1190192feccaf8b4b29bc22c597e2fe37a528067bf1929f70e4e1d9fc95dd26.mp3
ai:Echoes/TTA/audioldm/shmoove_epsilon_not_audioldm_TTA_001.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,shmoove - epsilon not,114545,6550,fma:114545,fma_artist:6550,fma_artist:6550,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending,metadata_complete,,unverified,http://freemusicarchive.org/music/Epsilon_Not/dayvision/02_shmoove,http://creativecommons.org/licenses/by/4.0/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,audioldm,TTA,Electronic,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/audioldm/shmoove_epsilon_not_audioldm_TTA_001.mp3,493677,391385,data/audio_batch/779f1769156f196cd553fa1ffb4012655cd5179f57849b347a071808b9457cc9.mp3
ai:Echoes/TTA/musicgen/shmoove_epsilon_not_musicgen_TTA_001.wav,ai,Echoes TTA dataset label,dataset_labels_v1,shmoove - epsilon not,114545,6550,fma:114545,fma_artist:6550,fma_artist:6550,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending,metadata_complete,,unverified,http://freemusicarchive.org/music/Epsilon_Not/dayvision/02_shmoove,http://creativecommons.org/licenses/by/4.0/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,musicgen,TTA,Electronic,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/musicgen/shmoove_epsilon_not_musicgen_TTA_001.wav,1916204,1771255,data/audio_batch/5821515c36020d947118ad18cdea2e7c02805ac1e64fbbf280cc906ebc471d45.wav
human:fma:141877,human,Historical FMA reference label,dataset_labels_v1,I - Nocturnal Mayhem,141877,22584,fma:141877,fma_artist:22584,fma_artist:22584,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending,metadata_complete,,unverified,http://freemusicarchive.org/music/Nocturnal_Mayhem/NM/01-nocturnal_mayhem_-_i-ms,http://creativecommons.org/licenses/by/4.0/,http://freemusicarchive.org/music/Nocturnal_Mayhem/NM/01-nocturnal_mayhem_-_i-ms,http://creativecommons.org/licenses/by/4.0/,,,,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/141/141877.mp3,1201109,1190251,data/audio_batch/51819202d424e368452c8b13c98b28832b2b4964468113c759b59562649f4091.mp3
ai:Echoes/TTA/acestep/I_Nocturnal_Mayhem_acestep_TTA_001.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,I - Nocturnal Mayhem,141877,22584,fma:141877,fma_artist:22584,fma_artist:22584,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending,metadata_complete,,unverified,http://freemusicarchive.org/music/Nocturnal_Mayhem/NM/01-nocturnal_mayhem_-_i-ms,http://creativecommons.org/licenses/by/4.0/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,acestep,TTA,Rock,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/acestep/I_Nocturnal_Mayhem_acestep_TTA_001.mp3,1452717,1447083,data/audio_batch/0f54fbc4df7e18d7e787d2f4818627355716d55ab03fad1af0829a608cb495df.mp3
ai:Echoes/TTA/audioldm/I_Nocturnal_Mayhem_audioldm_TTA_001.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,I - Nocturnal Mayhem,141877,22584,fma:141877,fma_artist:22584,fma_artist:22584,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending,metadata_complete,,unverified,http://freemusicarchive.org/music/Nocturnal_Mayhem/NM/01-nocturnal_mayhem_-_i-ms,http://creativecommons.org/licenses/by/4.0/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,audioldm,TTA,Rock,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/audioldm/I_Nocturnal_Mayhem_audioldm_TTA_001.mp3,493677,407445,data/audio_batch/2befc06e35716601c9a070fd59d0450135f867b4ef9d2fda6eef534a008c15b6.mp3
ai:Echoes/TTA/musicgen/I_Nocturnal_Mayhem_musicgen_TTA_001.wav,ai,Echoes TTA dataset label,dataset_labels_v1,I - Nocturnal Mayhem,141877,22584,fma:141877,fma_artist:22584,fma_artist:22584,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending,metadata_complete,,unverified,http://freemusicarchive.org/music/Nocturnal_Mayhem/NM/01-nocturnal_mayhem_-_i-ms,http://creativecommons.org/licenses/by/4.0/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,musicgen,TTA,Rock,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/musicgen/I_Nocturnal_Mayhem_musicgen_TTA_001.wav,1916204,1775904,data/audio_batch/56511cb9d3f5117fb92def4cc084b7c565a1754fe22d756778450f8a28028736.wav
human:fma:149488,human,Historical FMA reference label,dataset_labels_v1,Lost Paradise - Autumn Interlude,149488,23674,fma:149488,fma_artist:23674,fma_artist:23674,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending,metadata_complete,,unverified,http://freemusicarchive.org/music/Autumn_Interlude/Lost_Paradise/Autumn_Interlude_-_Lost_Paradise_-_01_Lost_Paradise,http://creativecommons.org/licenses/by/4.0/,http://freemusicarchive.org/music/Autumn_Interlude/Lost_Paradise/Autumn_Interlude_-_Lost_Paradise_-_01_Lost_Paradise,http://creativecommons.org/licenses/by/4.0/,,,,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/149/149488.mp3,1202209,1189084,data/audio_batch/c25c5168954422ed745dd85ce28b9403b9cc6d253e4e6b1f7f46e2da8c56af59.mp3
ai:Echoes/TTA/acestep/Lost_Paradise_Autumn_Interlude_acestep_TTA_001.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,Lost Paradise - Autumn Interlude,149488,23674,fma:149488,fma_artist:23674,fma_artist:23674,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending,metadata_complete,,unverified,http://freemusicarchive.org/music/Autumn_Interlude/Lost_Paradise/Autumn_Interlude_-_Lost_Paradise_-_01_Lost_Paradise,http://creativecommons.org/licenses/by/4.0/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,acestep,TTA,Rock,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/acestep/Lost_Paradise_Autumn_Interlude_acestep_TTA_001.mp3,538797,534848,data/audio_batch/0f9a3ce0a5217a2bddc2c4ff56bfb68f0c249dceefc7b2838b15c647aef17d1f.mp3
ai:Echoes/TTA/audioldm/Lost_Paradise_Autumn_Interlude_audioldm_TTA_001.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,Lost Paradise - Autumn Interlude,149488,23674,fma:149488,fma_artist:23674,fma_artist:23674,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending,metadata_complete,,unverified,http://freemusicarchive.org/music/Autumn_Interlude/Lost_Paradise/Autumn_Interlude_-_Lost_Paradise_-_01_Lost_Paradise,http://creativecommons.org/licenses/by/4.0/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,audioldm,TTA,Rock,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/audioldm/Lost_Paradise_Autumn_Interlude_audioldm_TTA_001.mp3,493677,403030,data/audio_batch/4df16e6d2e35947ff0a6eb14d8b88a3dd07988f01e2f75118ab3294e0308d5c8.mp3
ai:Echoes/TTA/musicgen/Lost_Paradise_Autumn_Interlude_musicgen_TTA_001.wav,ai,Echoes TTA dataset label,dataset_labels_v1,Lost Paradise - Autumn Interlude,149488,23674,fma:149488,fma_artist:23674,fma_artist:23674,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending,metadata_complete,,unverified,http://freemusicarchive.org/music/Autumn_Interlude/Lost_Paradise/Autumn_Interlude_-_Lost_Paradise_-_01_Lost_Paradise,http://creativecommons.org/licenses/by/4.0/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,musicgen,TTA,Rock,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/musicgen/Lost_Paradise_Autumn_Interlude_musicgen_TTA_001.wav,1916204,1694411,data/audio_batch/dfa32dff81aae5b2574c7cfca5f1c42621ad2fa8cb4b342923a236cabc0b30f6.wav
human:fma:129962,human,Historical FMA reference label,dataset_labels_v1,Lights Up - Pipe Choir,129962,19164,fma:129962,fma_artist:19164,fma_artist:19164,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending,metadata_complete,,unverified,http://freemusicarchive.org/music/Pipe_Choir/Pipe_Choir/Lights_Up,http://creativecommons.org/licenses/by/4.0/,http://freemusicarchive.org/music/Pipe_Choir/Pipe_Choir/Lights_Up,http://creativecommons.org/licenses/by/4.0/,,,,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/129/129962.mp3,719780,704621,data/audio_batch/7b5923a7952a826bafad47afdb389571b833ea41f76959ec63edea0d0f27a75b.mp3
