candidate_id,expected_label,reference,reference_track_id,artist_id,group_id,generator,genre,split,development_only,label_basis,archive,archive_url,archive_member,file_bytes,compressed_bytes,source_url,license_url,file_path
human:fma:137151,human,Awakening - Cloudjumper,137151,19056,fma_artist:19056,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/137/137151.mp3,1202299,1192469,http://freemusicarchive.org/music/Cloudjumper/Memories_of_Snow/06_Cloudjumper_-_Awakening,http://creativecommons.org/licenses/by-nc-sa/4.0/,data/audio_1000/5aaa2d044f97bb73d8577764a556b257c2b357c1ed7e498e96d4c661f9e5c57e.mp3
human:fma:13474,human,Then - Black Era,13474,2882,fma_artist:2882,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/013/013474.mp3,1201331,1188849,http://freemusicarchive.org/music/Black_Era/netBloc_Vol_06_Maniacally_toying_with_your_listening_habits/Then,http://creativecommons.org/licenses/by-nc-sa/3.0/,data/audio_1000/cfd8ebe642d2d7071770aed7c912c7e308dc719b52651dd1cfbd9cba851ff2ef.mp3
human:fma:114063,human,Transcendence (Decktonic Remix) - Anthony Seeha,114063,14615,fma_artist:14615,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/114/114063.mp3,1202337,1085428,http://freemusicarchive.org/music/Anthony_Seeha/Classics/06_Anthony_Seeha_-_Transcendence_Decktonic_Remix,http://creativecommons.org/licenses/by-nc-sa/4.0/,data/audio_1000/cc8304fb25c7e93db3f4361a7dc592ac1934e733a1d4cb2f74688e4f828c30c6.mp3
human:fma:84264,human,elastic_waves - .crk,84264,14023,fma_artist:14023,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/084/084264.mp3,1202267,1175660,http://freemusicarchive.org/music/crk/Dematerializing_Sound_Theory/04__crk_-_elastic_waves,http://creativecommons.org/licenses/by-nc-sa/3.0/,data/audio_1000/9e0d25c1f03cf242fd69b2d1fb4f6724ae5afe4fcd83bfbfa32932dec583a266.mp3
human:fma:91621,human,Another beek beep beer please - Rolemusic,91621,10397,fma_artist:10397,,Electronic,train,True,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/091/091621.mp3,1200913,1060461,http://freemusicarchive.org/music/Rolemusic/gigs_n_contest/rolemusic_-_gigs_n_contest_-_03_Another_beek_beep_beer_please,http://creativecommons.org/licenses/by/3.0/,data/audio_1000/3f9ee03ed52945279f43e71d96a880a462864db351a977c372acf36ecb09f387.mp3
human:fma:124915,human,Monument - Six Umbrellas,124915,20826,fma_artist:20826,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/124/124915.mp3,751684,749481,http://freemusicarchive.org/music/Six_Umbrellas/The_Psychadelic_And/5_Six_Umbrellas_-_Monument,http://creativecommons.org/licenses/by-sa/4.0/,data/audio_1000/91c6d0aacc7e564dd370b96efdfbcaaaf64b856b8574c63f98cb2e95399d2cc0.mp3
human:fma:56796,human,The Pigeon Strut - Podington Bear,56796,7168,fma_artist:7168,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/056/056796.mp3,1201183,1100337,http://freemusicarchive.org/music/Podington_Bear/Egress/02_The_Pigeon_Strut,http://creativecommons.org/licenses/by-nc/3.0/,data/audio_1000/60d2f62e284b6086c81275f66d344d99bc8b20d7ab15df5ac92e30aa9a007bcf.mp3
human:fma:148441,human,Gugugu - Angel Garcia,148441,22990,fma_artist:22990,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/148/148441.mp3,1152463,1151438,http://freemusicarchive.org/music/ngel_Garca/Netlabel_Day_2016_Soisloscerdos_Compilation/03Angel_Garcia-Gugugu,http://creativecommons.org/licenses/by-nc-sa/4.0/,data/audio_1000/16cc437f499b12d013bba7b0682ef86e1ad8347f365b914275441f8a872f617c.mp3
human:fma:108230,human,Pahuutta sydän - Marlaja Virta & ono,108230,18838,fma_artist:18838,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/108/108230.mp3,1202232,1199236,http://freemusicarchive.org/music/Marlaja_Virta__ono/Viaton_sydn/Marlaja_Virta__ono_-_Viaton_sydan_-_04_Pahuutta_sydan,http://creativecommons.org/licenses/by-nc-sa/4.0/,data/audio_1000/84403a47de0df6e3a7fa28dd9c83dd370bb8630c45f5766d9ed6ceed63afb059.mp3
human:fma:87070,human,Argonaut Into Deep Space (SFI remix) - (F.E.V.E.R.),87070,16673,fma_artist:16673,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/087/087070.mp3,721059,704081,http://freemusicarchive.org/music/FEVER/Realm_of_the_New_Day_-_The_Remixes/12__f_e_v_e_r__-_argonaut_into_deep_space__sfi_remix,http://creativecommons.org/licenses/by-nc-sa/3.0/,data/audio_1000/58d510e30da5cf86b0a5f6e56b3518d726f2f8c0d55d90ecd684f4b20167f9d5.mp3
human:fma:72233,human,Poisons & Potions - Edward Shallow,72233,11111,fma_artist:11111,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/072/072233.mp3,1201223,1105065,http://freemusicarchive.org/music/Edward_Shallow/World_Head_Law/02_Poisons__Potions,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,data/audio_1000/b7e971098f6885810cdd61d5b4d644d6c0b36f25ff3f42b57917ed4d2dd882e4.mp3
human:fma:141873,human,Refinery - Remain,141873,22429,fma_artist:22429,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/141/141873.mp3,1201091,1198042,http://freemusicarchive.org/music/Remain/Remain/05-remain_-_refinery-ms,http://creativecommons.org/licenses/by/4.0/,data/audio_1000/623dbd712372932cb0705141f4021bbb9c55d3ef1d2905e8a016f6197d76cff1.mp3
human:fma:84202,human,Illuminations (radio edit) - Lee Rosevere,84202,2008,fma_artist:2008,,Electronic,train,False,Historical FMA reference label,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/084/084202.mp3,1201308,957859,http://freemusicarchive.org/music/Lee_Rosevere/Time-Lapse_Volume_2_meditations/Lee_Rosevere_-_TimeLapseVol2_07_-_Illuminations__radio_edit,http://creativecommons.org/licenses/by-nc/3.0/,data/audio_1000/187db3f4b35342372a171b9364d645c775cfa749cdabcaf5d126d96cd7535b1d.mp3
