candidate_id,expected_label,label_basis,label_standard,reference,reference_track_id,artist_id,reference_group_id,artist_group_id,group_id,grouping_status,development_only,split,eligibility_status,review_reasons,reference_metadata_status,reference_review_reasons,reference_provenance_status,reference_source_url,reference_license_url,source_url,license_url,generator,generation_type,echoes_genre,echoes_revision,archive,archive_url,archive_member,file_bytes,compressed_bytes
ai:Echoes/TTA/musicgen/The_Boss_Multifaros_musicgen_TTA_001.wav,ai,Echoes TTA dataset label,dataset_labels_v1,The Boss - Multifaros,15770,4365,fma:15770,fma_artist:4365,fma_artist:4365,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending,metadata_complete,,unverified,http://freemusicarchive.org/music/Multifaros/The_Factory/The_Boss,http://creativecommons.org/licenses/by/3.0/us/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,musicgen,TTA,Electronic,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/musicgen/The_Boss_Multifaros_musicgen_TTA_001.wav,1916204,1791416
ai:Echoes/TTA/songgen/The_Boss_Multifaros_songgen_TTA_001.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,The Boss - Multifaros,15770,4365,fma:15770,fma_artist:4365,fma_artist:4365,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending,metadata_complete,,unverified,http://freemusicarchive.org/music/Multifaros/The_Factory/The_Boss,http://creativecommons.org/licenses/by/3.0/us/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,songgen,TTA,Electronic,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/songgen/The_Boss_Multifaros_songgen_TTA_001.mp3,479277,399348
human:fma:21995,human,Historical FMA reference label,dataset_labels_v1,zero rhythm dollar boy - Katapulto,21995,5828,fma:21995,fma_artist:5828,fma_artist:5828,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending;reference_metadata_review,needs_review,legacy_public_domain_url,unverified,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/7zero_rhythm_dollar_boy,http://creativecommons.org/licenses/publicdomain/,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/7zero_rhythm_dollar_boy,http://creativecommons.org/licenses/publicdomain/,,,,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,fma_small,https://os.unil.cloud.switch.ch/fma/fma_small.zip,fma_small/021/021995.mp3,960906,952497
ai:Echoes/TTA/acestep/zero_rhythm_dollar_boy_Katapulto_acestep_TTA_001.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,zero rhythm dollar boy - Katapulto,21995,5828,fma:21995,fma_artist:5828,fma_artist:5828,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending;reference_metadata_review,needs_review,legacy_public_domain_url,unverified,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/7zero_rhythm_dollar_boy,http://creativecommons.org/licenses/publicdomain/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,acestep,TTA,Pop,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/acestep/zero_rhythm_dollar_boy_Katapulto_acestep_TTA_001.mp3,538797,536092
ai:Echoes/TTA/audioldm/zero_rhythm_dollar_boy_Katapulto_audioldm_TTA_001.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,zero rhythm dollar boy - Katapulto,21995,5828,fma:21995,fma_artist:5828,fma_artist:5828,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending;reference_metadata_review,needs_review,legacy_public_domain_url,unverified,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/7zero_rhythm_dollar_boy,http://creativecommons.org/licenses/publicdomain/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,audioldm,TTA,Pop,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/audioldm/zero_rhythm_dollar_boy_Katapulto_audioldm_TTA_001.mp3,493677,409312
ai:Echoes/TTA/brev/zero_rhythm_dollar_boy_Katapulto_brev_TTA_001.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,zero rhythm dollar boy - Katapulto,21995,5828,fma:21995,fma_artist:5828,fma_artist:5828,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending;reference_metadata_review,needs_review,legacy_public_domain_url,unverified,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/7zero_rhythm_dollar_boy,http://creativecommons.org/licenses/publicdomain/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,brev,TTA,Pop,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/brev/zero_rhythm_dollar_boy_Katapulto_brev_TTA_001.mp3,2114349,2101147
ai:Echoes/TTA/brev/zero_rhythm_dollar_boy_Katapulto_brev_TTA_002.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,zero rhythm dollar boy - Katapulto,21995,5828,fma:21995,fma_artist:5828,fma_artist:5828,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending;reference_metadata_review,needs_review,legacy_public_domain_url,unverified,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/7zero_rhythm_dollar_boy,http://creativecommons.org/licenses/publicdomain/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,brev,TTA,Pop,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/brev/zero_rhythm_dollar_boy_Katapulto_brev_TTA_002.mp3,2203821,2192447
ai:Echoes/TTA/diffrhythm/zero_rhythm_dollar_boy_Katapulto_diffrhythm_TTA_001.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,zero rhythm dollar boy - Katapulto,21995,5828,fma:21995,fma_artist:5828,fma_artist:5828,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending;reference_metadata_review,needs_review,legacy_public_domain_url,unverified,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/7zero_rhythm_dollar_boy,http://creativecommons.org/licenses/publicdomain/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,diffrhythm,TTA,Pop,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/diffrhythm/zero_rhythm_dollar_boy_Katapulto_diffrhythm_TTA_001.mp3,2032579,2022187
ai:Echoes/TTA/elevenlabs/zero_rhythm_dollar_boy_Katapulto_elevenlabs_TTA_001.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,zero rhythm dollar boy - Katapulto,21995,5828,fma:21995,fma_artist:5828,fma_artist:5828,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending;reference_metadata_review,needs_review,legacy_public_domain_url,unverified,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/7zero_rhythm_dollar_boy,http://creativecommons.org/licenses/publicdomain/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,elevenlabs,TTA,Pop,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/elevenlabs/zero_rhythm_dollar_boy_Katapulto_elevenlabs_TTA_001.mp3,4337517,4315923
ai:Echoes/TTA/elevenlabs/zero_rhythm_dollar_boy_Katapulto_elevenlabs_TTA_002.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,zero rhythm dollar boy - Katapulto,21995,5828,fma:21995,fma_artist:5828,fma_artist:5828,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending;reference_metadata_review,needs_review,legacy_public_domain_url,unverified,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/7zero_rhythm_dollar_boy,http://creativecommons.org/licenses/publicdomain/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,elevenlabs,TTA,Pop,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/elevenlabs/zero_rhythm_dollar_boy_Katapulto_elevenlabs_TTA_002.mp3,4337517,4321501
ai:Echoes/TTA/mubert/zero_rhythm_dollar_boy_Katapulto_mubert_TTA_001.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,zero rhythm dollar boy - Katapulto,21995,5828,fma:21995,fma_artist:5828,fma_artist:5828,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending;reference_metadata_review,needs_review,legacy_public_domain_url,unverified,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/7zero_rhythm_dollar_boy,http://creativecommons.org/licenses/publicdomain/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,mubert,TTA,Pop,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/mubert/zero_rhythm_dollar_boy_Katapulto_mubert_TTA_001.mp3,3841140,3830315
ai:Echoes/TTA/musicgen/zero_rhythm_dollar_boy_Katapulto_musicgen_TTA_001.wav,ai,Echoes TTA dataset label,dataset_labels_v1,zero rhythm dollar boy - Katapulto,21995,5828,fma:21995,fma_artist:5828,fma_artist:5828,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending;reference_metadata_review,needs_review,legacy_public_domain_url,unverified,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/7zero_rhythm_dollar_boy,http://creativecommons.org/licenses/publicdomain/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,musicgen,TTA,Pop,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/musicgen/zero_rhythm_dollar_boy_Katapulto_musicgen_TTA_001.wav,1916204,1780779
ai:Echoes/TTA/producer/zero_rhythm_dollar_boy_Katapulto_producer_TTA_001.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,zero rhythm dollar boy - Katapulto,21995,5828,fma:21995,fma_artist:5828,fma_artist:5828,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending;reference_metadata_review,needs_review,legacy_public_domain_url,unverified,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/7zero_rhythm_dollar_boy,http://creativecommons.org/licenses/publicdomain/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,producer,TTA,Pop,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/producer/zero_rhythm_dollar_boy_Katapulto_producer_TTA_001.mp3,3175279,3160265
ai:Echoes/TTA/songgen/zero_rhythm_dollar_boy_Katapulto_songgen_TTA_001.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,zero rhythm dollar boy - Katapulto,21995,5828,fma:21995,fma_artist:5828,fma_artist:5828,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending;reference_metadata_review,needs_review,legacy_public_domain_url,unverified,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/7zero_rhythm_dollar_boy,http://creativecommons.org/licenses/publicdomain/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,songgen,TTA,Pop,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/songgen/zero_rhythm_dollar_boy_Katapulto_songgen_TTA_001.mp3,479277,397768
ai:Echoes/TTA/stableaudio/zero_rhythm_dollar_boy_Katapulto_stableaudio_TTA_001.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,zero rhythm dollar boy - Katapulto,21995,5828,fma:21995,fma_artist:5828,fma_artist:5828,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending;reference_metadata_review,needs_review,legacy_public_domain_url,unverified,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/7zero_rhythm_dollar_boy,http://creativecommons.org/licenses/publicdomain/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,stableaudio,TTA,Pop,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/stableaudio/zero_rhythm_dollar_boy_Katapulto_stableaudio_TTA_001.mp3,2881036,2822930
ai:Echoes/TTA/suno/zero_rhythm_dollar_boy_Katapulto_suno_TTA_001.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,zero rhythm dollar boy - Katapulto,21995,5828,fma:21995,fma_artist:5828,fma_artist:5828,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending;reference_metadata_review,needs_review,legacy_public_domain_url,unverified,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/7zero_rhythm_dollar_boy,http://creativecommons.org/licenses/publicdomain/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,suno,TTA,Pop,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/suno/zero_rhythm_dollar_boy_Katapulto_suno_TTA_001.mp3,1738029,1724322
ai:Echoes/TTA/suno/zero_rhythm_dollar_boy_Katapulto_suno_TTA_002.mp3,ai,Echoes TTA dataset label,dataset_labels_v1,zero rhythm dollar boy - Katapulto,21995,5828,fma:21995,fma_artist:5828,fma_artist:5828,provisional_artist_id,False,unassigned,needs_review,audio_integrity_content_review_pending;duplicate_alias_review_pending;usage_review_pending;reference_metadata_review,needs_review,legacy_public_domain_url,unverified,http://freemusicarchive.org/music/Katapulto/Purity_and_Danger/7zero_rhythm_dollar_boy,http://creativecommons.org/licenses/publicdomain/,https://huggingface.co/datasets/Octavian97/Echoes/tree/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,https://creativecommons.org/licenses/by-sa/4.0/,suno,TTA,Pop,14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2,echoes,https://huggingface.co/datasets/Octavian97/Echoes/resolve/14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2/Echoes.zip,Echoes/TTA/suno/zero_rhythm_dollar_boy_Katapulto_suno_TTA_002.mp3,1497261,1490242
